"student","semester","section","intro","categorical","quantitative","distributions","normality","scatterplots","regression","randomness","surveys","experiments","probability","proportions","ci_proportions","hyp_proportions","sampling","inference_means","more_intervals","compare_groups","average_score","intro_HANDIN","categorical_HANDIN","quantitative_HANDIN","distributions_HANDIN","normality_HANDIN","scatterplots_HANDIN","regression_HANDIN","randomness_HANDIN","surveys_HANDIN","experiments_HANDIN","probability_HANDIN","proportions_HANDIN","ci_proportions_HANDIN","hyp_proportions_HANDIN","sampling_HANDIN","inference_means_HANDIN","more_intervals_HANDIN","compare_groups_HANDIN"
"EF13f0338","13Fall","13Fall_5",88.5714285714286,96.7741935483871,87.5,94.4444444444444,92.3076923076923,97.2222222222222,94.2857142857143,100,97.6190476190476,96.969696969697,100,100,100,96.1538461538462,88.5714285714286,87.1794871794872,100,91.6666666666667,94.9592149188923,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"EF13f0337","13Fall","13Fall_5",100,96.7741935483871,90.625,83.3333333333333,96.1538461538462,100,88.5714285714286,100,97.6190476190476,96.969696969697,100,97.1428571428571,100,96.1538461538462,80,89.7435897435898,100,95.8333333333333,94.940009587187,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"EF13f0335","13Fall","13Fall_5",100,93.5483870967742,96.875,94.4444444444444,100,100,94.2857142857143,100,97.6190476190476,87.8787878787879,100,97.1428571428571,89.1304347826087,92.3076923076923,85.7142857142857,92.3076923076923,100,87.5,94.9307968655503,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"EF13f0342","13Fall","13Fall_5",100,96.7741935483871,100,94.4444444444444,96.1538461538462,100,100,100,100,87.8787878787879,87.5,100,82.6086956521739,88.4615384615385,84.2857142857143,92.3076923076923,100,95.8333333333333,94.7915692258843,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"EF13f0341","13Fall","13Fall_5",100,100,87.5,88.8888888888889,92.3076923076923,97.2222222222222,97.1428571428571,100,0,96.969696969697,100,0,91.304347826087,88.4615384615385,82.8571428571429,92.3076923076923,100,100,94.6851299364886,100,100,100,100,100,100,100,100,0,100,100,0,100,100,100,100,100,100
"EF13f0331","13Fall","13Fall_5",91.4285714285714,100,96.875,94.4444444444444,100,94.4444444444444,94.2857142857143,100,97.6190476190476,93.9393939393939,100,74.2857142857143,82.6086956521739,96.1538461538462,97.1428571428571,92.3076923076923,100,95.8333333333333,94.5204863909574,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"EF13f0356","13Fall","13Fall_5",97.1428571428571,96.7741935483871,87.5,88.8888888888889,96.1538461538462,100,92.8571428571429,100,95.2380952380952,93.9393939393939,100,97.1428571428571,91.304347826087,92.3076923076923,85.7142857142857,100,92.8571428571429,91.6666666666667,94.4159672379635,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"EF13f0326","13Fall","13Fall_5",97.1428571428571,90.3225806451613,87.5,100,100,88.8888888888889,100,100,90.4761904761905,87.8787878787879,100,97.1428571428571,95.6521739130435,88.4615384615385,100,87.1794871794872,92.8571428571429,95.8333333333333,94.4075465510716,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"EF13f0343","13Fall","13Fall_5",100,83.8709677419355,100,92.2222222222222,88.4615384615385,94.4444444444444,88.5714285714286,100,95.2380952380952,93.9393939393939,100,97.1428571428571,78.2608695652174,92.3076923076923,100,92.3076923076923,100,100,94.2648445523621,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"EF13f0332","13Fall","13Fall_5",100,96.7741935483871,84.375,91.6666666666667,92.3076923076923,100,97.1428571428571,100,88.0952380952381,90.9090909090909,100,80,95.6521739130435,92.3076923076923,91.4285714285714,92.3076923076923,100,95.8333333333333,93.8222334422369,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"EF13f0321","13Fall","13Fall_5",97.1428571428571,100,84.375,88.8888888888889,100,100,97.1428571428571,100,97.6190476190476,96.969696969697,100,80,91.304347826087,80.7692307692308,84.2857142857143,92.3076923076923,92.8571428571429,100,93.536804211623,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"EF13f0358","13Fall","13Fall_5",94.2857142857143,93.5483870967742,90.625,100,100,100,85.7142857142857,100,90.4761904761905,84.8484848484848,100,94.2857142857143,91.304347826087,80.7692307692308,90,87.1794871794872,100,95.8333333333333,93.2705653230723,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"EF13f0323","13Fall","13Fall_5",100,96.7741935483871,84.375,88.8888888888889,88.4615384615385,97.2222222222222,88.5714285714286,100,92.8571428571429,96.969696969697,100,80,95.6521739130435,92.3076923076923,82.8571428571429,100,100,91.6666666666667,93.1446548479917,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"EF13f0370","13Fall","13Fall_5",94.2857142857143,100,81.25,100,96.1538461538462,94.4444444444444,94.2857142857143,81.8181818181818,76.1904761904762,100,87.5,80,100,100,97.1428571428571,97.4358974358974,92.8571428571429,95.8333333333333,92.7332004415338,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"EF13f0015","13Fall","13Fall_5",100,96.7741935483871,81.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.6747311827957,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EF13f0376","13Fall","13Fall_5",100,100,90.625,94.4444444444444,92.3076923076923,83.3333333333333,80.7142857142857,100,97.6190476190476,90.9090909090909,100,88.5714285714286,82.6086956521739,100,87.1428571428571,92.3076923076923,100,83.3333333333333,92.4398278519655,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"EF13f0316","13Fall","13Fall_5",100,100,84.375,88.8888888888889,76.9230769230769,100,91.4285714285714,100,0,96.969696969697,100,80,91.304347826087,92.3076923076923,88.5714285714286,87.1794871794872,100,91.6666666666667,92.3302856918586,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100
"EF13f0364","13Fall","13Fall_5",94.2857142857143,100,93.75,94.4444444444444,80.7692307692308,100,82.1428571428571,100,90.4761904761905,96.969696969697,100,74.2857142857143,91.304347826087,80.7692307692308,85.7142857142857,92.3076923076923,100,79.1666666666667,90.9103373143228,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"EF13f0315","13Fall","13Fall_5",97.1428571428571,96.7741935483871,81.25,77.7777777777778,80.7692307692308,100,77.1428571428572,100,90.4761904761905,78.7878787878788,100,85.7142857142857,95.6521739130435,92.3076923076923,97.1428571428571,94.8717948717949,100,87.5,90.7394327552696,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"EF13f0005","13Fall","13Fall_5",97.1428571428571,83.8709677419355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.5069124423963,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EF13f0336","13Fall","13Fall_5",100,87.0967741935484,90.625,94.4444444444444,92.3076923076923,86.1111111111111,92.1428571428571,72.7272727272727,80.9523809523809,96.969696969697,100,82.8571428571429,95.6521739130435,96.1538461538462,68.5714285714286,97.4358974358974,100,91.6666666666667,90.3174658581683,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"EF13f0366","13Fall","13Fall_5",97.1428571428571,93.5483870967742,84.375,88.8888888888889,92.3076923076923,83.3333333333333,72.1428571428571,100,85.7142857142857,90.9090909090909,100,88.5714285714286,82.6086956521739,96.1538461538462,85.7142857142857,92.3076923076923,100,91.6666666666667,90.2991670889929,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"EF13f0339","13Fall","13Fall_5",91.4285714285714,100,96.875,88.8888888888889,88.4615384615385,94.4444444444444,73.5714285714286,100,90.4761904761905,90.9090909090909,100,71.4285714285714,95.6521739130435,84.6153846153846,87.1428571428571,89.7435897435898,100,75,89.9243183346444,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"EF13f0384","13Fall","13Fall_5",91.4285714285714,96.7741935483871,90.625,94.4444444444444,88.4615384615385,66.6666666666667,88.5714285714286,100,97.6190476190476,93.9393939393939,100,91.4285714285714,91.304347826087,92.3076923076923,72.8571428571428,79.4871794871795,100,79.1666666666667,89.7267714029343,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"EF13f0317","13Fall","13Fall_5",97.1428571428571,96.7741935483871,87.5,94.4444444444444,100,100,69.2857142857143,100,100,100,87.5,97.1428571428571,100,92.3076923076923,88.5714285714286,35.8974358974359,0,75,89.503919020048,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100
"EF13f0032","13Fall","13Fall_5",94.2857142857143,93.5483870967742,0,80.5555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.463218979348,100,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EF13f0350","13Fall","13Fall_5",94.2857142857143,80.6451612903226,68.75,80.5555555555556,96.1538461538462,86.1111111111111,93.5714285714286,100,88.0952380952381,90.9090909090909,100,80,93.4782608695652,96.1538461538462,82.8571428571429,94.8717948717949,92.8571428571429,87.5,89.2664074212111,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"EF13f0377","13Fall","13Fall_5",100,80.6451612903226,75,94.4444444444444,92.3076923076923,88.8888888888889,90,100,95.2380952380952,93.9393939393939,100,80,100,84.6153846153846,74.2857142857143,92.3076923076923,92.8571428571429,66.6666666666667,88.9553487134132,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"EF13f0117","13Fall","13Fall_5",88.5714285714286,0,87.5,77.7777777777778,100,100,94.2857142857143,0,97.6190476190476,75.7575757575758,100,71.4285714285714,91.304347826087,96.1538461538462,80,92.3076923076923,78.5714285714286,91.6666666666667,88.9340060603648,100,0,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100
"EF13f0359","13Fall","13Fall_5",94.2857142857143,96.7741935483871,87.5,84.4444444444444,92.3076923076923,73.6111111111111,90,90.9090909090909,83.3333333333333,93.9393939393939,100,80,78.2608695652174,88.4615384615385,91.4285714285714,82.051282051282,100,87.5,88.6004019658765,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"EF13f0371","13Fall","13Fall_5",97.1428571428571,87.0967741935484,87.5,94.4444444444444,96.1538461538462,86.1111111111111,82.1428571428571,81.8181818181818,95.2380952380952,78.7878787878788,87.5,94.2857142857143,95.6521739130435,69.2307692307692,84.2857142857143,92.3076923076923,92.8571428571429,91.6666666666667,88.5678844210868,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"EF13f0351","13Fall","13Fall_5",100,80.6451612903226,75,94.4444444444444,88.4615384615385,91.6666666666667,77.1428571428572,81.8181818181818,80.9523809523809,96.969696969697,87.5,80,91.304347826087,84.6153846153846,97.1428571428571,94.8717948717949,100,79.1666666666667,87.8723321593822,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"EF13f0344","13Fall","13Fall_5",100,100,75,94.4444444444444,80.7692307692308,100,75,100,100,87.8787878787879,75,62.8571428571429,86.9565217391304,88.4615384615385,80,97.4358974358974,92.8571428571429,79.1666666666667,87.5459651727768,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"EF13f0118","13Fall","13Fall_5",85.7142857142857,87.0967741935484,81.25,83.3333333333333,76.9230769230769,94.4444444444444,85,0,92.8571428571429,90.9090909090909,87.5,85.7142857142857,95.6521739130435,61.5384615384615,90,84.6153846153846,92.8571428571429,95.8333333333333,86.543466490975,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100
"EF13f0319","13Fall","13Fall_5",100,96.7741935483871,53.125,83.3333333333333,88.4615384615385,91.6666666666667,84.2857142857143,100,90.4761904761905,93.9393939393939,100,77.1428571428572,95.6521739130435,73.0769230769231,68.5714285714286,84.6153846153846,100,75,86.4511554461589,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"EF13f0314","13Fall","13Fall_5",97.1428571428571,93.5483870967742,71.875,88.8888888888889,92.3076923076923,91.6666666666667,90,100,0,90.9090909090909,87.5,74.2857142857143,95.6521739130435,96.1538461538462,71.4285714285714,87.1794871794872,78.5714285714286,62.5,86.4476355614154,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100
"EF13f0320","13Fall","13Fall_5",80,87.0967741935484,81.25,72.2222222222222,88.4615384615385,100,0,100,88.0952380952381,0,100,65.7142857142857,86.9565217391304,0,0,84.6153846153846,0,0,86.200997086779,100,100,100,100,100,100,0,100,100,0,100,100,100,0,0,100,0,0
"EF13f0353","13Fall","13Fall_5",91.4285714285714,96.7741935483871,65.625,62.2222222222222,61.5384615384615,100,76.4285714285714,81.8181818181818,97.6190476190476,96.969696969697,100,88.5714285714286,100,84.6153846153846,68.5714285714286,94.8717948717949,92.8571428571429,91.6666666666667,86.1987662626103,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"EF13f0363","13Fall","13Fall_5",94.2857142857143,100,71.875,77.7777777777778,65.3846153846154,91.6666666666667,69.2857142857143,90.9090909090909,90.4761904761905,87.8787878787879,100,91.4285714285714,82.6086956521739,88.4615384615385,97.1428571428571,97.4358974358974,100,54.1666666666667,86.1546546917924,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"EF13f0122","13Fall","13Fall_5",82.8571428571429,93.5483870967742,90.625,83.3333333333333,46.1538461538462,76.3888888888889,91.4285714285714,0,88.0952380952381,87.8787878787879,100,71.4285714285714,95.6521739130435,96.1538461538462,0,84.6153846153846,92.8571428571429,87.5,85.5322696687857,100,100,100,100,100,100,100,0,100,100,100,100,100,100,0,100,100,100
"EF13f0330","13Fall","13Fall_5",91.4285714285714,96.7741935483871,65.625,61.1111111111111,88.4615384615385,88.8888888888889,75.7142857142857,100,95.2380952380952,84.8484848484848,100,71.4285714285714,95.6521739130435,88.4615384615385,80,84.6153846153846,85.7142857142857,83.3333333333333,85.4053031503067,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"EF13f0347","13Fall","13Fall_5",85.7142857142857,90.3225806451613,81.25,100,96.1538461538462,100,80,100,88.0952380952381,81.8181818181818,87.5,77.1428571428572,86.9565217391304,69.2307692307692,71.4285714285714,76.9230769230769,92.8571428571429,66.6666666666667,85.1144299119404,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"EF13f0361","13Fall","13Fall_5",91.4285714285714,93.5483870967742,87.5,94.4444444444444,96.1538461538462,91.6666666666667,81.4285714285714,100,92.8571428571429,90.9090909090909,87.5,74.2857142857143,91.304347826087,88.4615384615385,88.5714285714286,87.1794871794872,21.4285714285714,70.8333333333333,84.972285670626,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"EF13f0349","13Fall","13Fall_5",88.5714285714286,93.5483870967742,71.875,90,57.6923076923077,86.1111111111111,70.7142857142857,90.9090909090909,88.0952380952381,90.9090909090909,100,77.1428571428572,95.6521739130435,92.3076923076923,57.1428571428571,89.7435897435898,100,87.5,84.884172797187,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"EF13f0014","13Fall","13Fall_5",94.2857142857143,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.6428571428571,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EF13f0375","13Fall","13Fall_5",91.4285714285714,96.7741935483871,93.75,72.2222222222222,57.6923076923077,83.3333333333333,88.5714285714286,100,47.6190476190476,69.6969696969697,87.5,88.5714285714286,95.6521739130435,100,80,87.1794871794872,100,83.3333333333333,84.6291387283089,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"EF13f0345","13Fall","13Fall_5",91.4285714285714,93.5483870967742,75,77.7777777777778,76.9230769230769,83.3333333333333,72.1428571428571,90.9090909090909,83.3333333333333,87.8787878787879,87.5,62.8571428571429,91.304347826087,92.3076923076923,77.1428571428572,89.7435897435898,100,83.3333333333333,84.2480099463503,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"EF13f0383","13Fall","13Fall_5",97.1428571428571,87.0967741935484,78.125,62.2222222222222,50,88.8888888888889,81.4285714285714,100,0,93.9393939393939,100,85.7142857142857,78.2608695652174,92.3076923076923,84.2857142857143,79.4871794871795,92.8571428571429,70.8333333333333,83.6817603156498,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100
"EF13f0324","13Fall","13Fall_5",82.8571428571429,83.8709677419355,56.25,80,73.0769230769231,94.4444444444444,82.8571428571429,100,83.3333333333333,96.969696969697,75,71.4285714285714,91.304347826087,88.4615384615385,80,92.3076923076923,92.8571428571429,79.1666666666667,83.5658672682399,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"EF13f0327","13Fall","13Fall_5",88.5714285714286,87.0967741935484,75,66.6666666666667,76.9230769230769,88.8888888888889,0,100,90.4761904761905,81.8181818181818,87.5,85.7142857142857,86.9565217391304,57.6923076923077,0,92.3076923076923,100,70.8333333333333,83.5278342702957,100,100,100,100,100,100,0,100,100,100,100,100,100,100,0,100,100,100
"EF13f0328","13Fall","13Fall_5",85.7142857142857,83.8709677419355,81.25,77.7777777777778,88.4615384615385,80.5555555555556,87.8571428571429,100,0,66.6666666666667,100,91.4285714285714,78.2608695652174,88.4615384615385,71.4285714285714,64.1025641025641,85.7142857142857,83.3333333333333,83.2284511064108,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100
"EF13f0115","13Fall","13Fall_5",88.5714285714286,90.3225806451613,71.875,88.8888888888889,80.7692307692308,81.9444444444444,80.7142857142857,0,69.0476190476191,81.8181818181818,100,77.1428571428572,78.2608695652174,69.2307692307692,82.8571428571429,82.051282051282,100,87.5,82.9996812203829,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100
"EF13f0114","13Fall","13Fall_5",88.5714285714286,80.6451612903226,71.875,94.4444444444444,73.0769230769231,83.3333333333333,71.4285714285714,0,78.5714285714286,90.9090909090909,87.5,68.5714285714286,91.304347826087,80.7692307692308,82.8571428571429,84.6153846153846,100,79.1666666666667,82.8023284077343,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100
"EF13f0346","13Fall","13Fall_5",100,96.7741935483871,56.25,90,53.8461538461538,88.8888888888889,68.5714285714286,90.9090909090909,92.8571428571429,87.8787878787879,100,71.4285714285714,73.9130434782609,73.0769230769231,68.5714285714286,97.4358974358974,100,66.6666666666667,82.059345397646,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"EF13f0355","13Fall","13Fall_5",91.4285714285714,96.7741935483871,87.5,72.2222222222222,42.3076923076923,66.6666666666667,87.8571428571429,100,95.2380952380952,93.9393939393939,0,62.8571428571429,78.2608695652174,88.4615384615385,77.1428571428572,79.4871794871795,85.7142857142857,87.5,81.9622265550819,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100
"EF13f0334","13Fall","13Fall_5",88.5714285714286,0,56.25,73.3333333333333,80.7692307692308,88.8888888888889,65.7142857142857,90.9090909090909,90.4761904761905,84.8484848484848,100,82.8571428571429,100,76.9230769230769,82.8571428571429,87.1794871794872,85.7142857142857,54.1666666666667,81.7328668063962,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"EF13f0378","13Fall","13Fall_5",100,93.5483870967742,87.5,0,57.6923076923077,0,0,100,88.0952380952381,75.7575757575758,100,48.5714285714286,82.6086956521739,0,78.5714285714286,74.3589743589744,0,70.8333333333333,81.3490283945565,100,100,100,0,100,0,0,100,100,100,100,100,100,0,100,100,0,100
"EF13f0362","13Fall","13Fall_5",85.7142857142857,100,90.625,75,65.3846153846154,75,57.1428571428571,90.9090909090909,85.7142857142857,96.969696969697,87.5,0,78.2608695652174,84.6153846153846,68.5714285714286,69.2307692307692,82.1428571428571,79.1666666666667,80.7028122133621,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100
"EF13f0308","13Fall","13Fall_5",97.1428571428571,93.5483870967742,0,83.3333333333333,0,0,0,72.7272727272727,0,0,0,54.2857142857143,86.9565217391304,0,0,0,64.2857142857143,87.5,79.9724750763496,100,100,0,100,0,0,0,100,0,0,0,100,100,0,0,0,100,100
"EF13f0373","13Fall","13Fall_5",88.5714285714286,100,75,88.8888888888889,73.0769230769231,63.8888888888889,65,81.8181818181818,83.3333333333333,90.9090909090909,75,77.1428571428572,91.304347826087,76.9230769230769,67.1428571428571,79.4871794871795,85.7142857142857,62.5,79.2056299846155,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"EF13f0381","13Fall","13Fall_5",85.7142857142857,77.4193548387097,78.125,94.4444444444444,30.7692307692308,75,79.2857142857143,100,95.2380952380952,93.9393939393939,100,65.7142857142857,86.9565217391304,57.6923076923077,0,79.4871794871795,85.7142857142857,54.1666666666667,78.8039274261018,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100
"EF13f0340","13Fall","13Fall_5",100,100,81.25,75.9277777777778,92.3076923076923,66.6666666666667,71.4285714285714,72.7272727272727,0,0,0,0,78.2608695652174,0,0,56.4102564102564,0,62.5,77.9526460803141,100,100,100,100,100,100,100,100,0,0,0,0,100,0,0,100,0,100
"EF13f0333","13Fall","13Fall_5",94.2857142857143,74.1935483870968,62.5,83.3333333333333,0,94.4444444444444,82.8571428571429,72.7272727272727,0,96.969696969697,100,80,95.6521739130435,65.3846153846154,44.2857142857143,71.7948717948718,85.7142857142857,37.5,77.602675881077,100,100,100,100,0,100,100,100,0,100,100,100,100,100,100,100,100,100
"EF13f0352","13Fall","13Fall_5",88.5714285714286,90.3225806451613,56.25,66.6666666666667,88.4615384615385,94.4444444444444,82.1428571428571,90.9090909090909,80.9523809523809,90.9090909090909,75,60,91.304347826087,23.0769230769231,78.5714285714286,71.7948717948718,100,66.6666666666667,77.5580175910354,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"EF13f0318","13Fall","13Fall_5",85.7142857142857,90.3225806451613,62.5,72.2222222222222,96.1538461538462,94.4444444444444,88.5714285714286,100,88.0952380952381,81.8181818181818,87.5,37.1428571428571,78.2608695652174,38.4615384615385,85.7142857142857,74.3589743589744,71.4285714285714,54.1666666666667,77.0486661668289,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"EF13f0365","13Fall","13Fall_5",85.7142857142857,100,68.75,73.3333333333333,53.8461538461538,66.6666666666667,83.5714285714286,100,76.1904761904762,66.6666666666667,100,62.8571428571429,80.4347826086957,84.6153846153846,41.4285714285714,69.2307692307692,92.8571428571429,79.1666666666667,76.9627484029658,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"EF13f0119","13Fall","13Fall_5",94.2857142857143,93.5483870967742,75,77.7777777777778,88.4615384615385,72.2222222222222,46.4285714285714,0,0,93.9393939393939,0,68.5714285714286,78.2608695652174,69.2307692307692,62.8571428571429,0,64.2857142857143,83.3333333333333,76.3002045039713,100,100,100,100,100,100,100,0,0,100,0,100,100,100,100,0,100,100
"EF13f0112","13Fall","13Fall_5",0,100,0,0,80.7692307692308,75,87.8571428571429,0,50,90.9090909090909,0,0,78.2608695652174,84.6153846153846,82.8571428571429,53.8461538461538,64.2857142857143,66.6666666666667,76.255616364312,0,100,0,0,100,100,100,0,100,100,0,0,100,100,100,100,100,100
"EF13f0113","13Fall","13Fall_5",97.1428571428571,74.1935483870968,62.5,0,73.0769230769231,100,67.8571428571429,0,88.0952380952381,30.3030303030303,100,68.5714285714286,95.6521739130435,84.6153846153846,58.5714285714286,89.7435897435898,50,75,75.9576715798227,100,100,100,0,100,100,100,0,100,100,100,100,100,100,100,100,100,100
"EF13f0309","13Fall","13Fall_5",68.5714285714286,77.4193548387097,68.75,66.6666666666667,69.2307692307692,83.3333333333333,64.2857142857143,100,90.4761904761905,75.7575757575758,100,57.1428571428571,82.6086956521739,88.4615384615385,72.8571428571428,58.974358974359,85.7142857142857,54.1666666666667,75.8009210349673,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"EF13f0379","13Fall","13Fall_5",82.8571428571429,96.7741935483871,78.125,83.3333333333333,92.3076923076923,66.6666666666667,82.1428571428571,72.7272727272727,88.0952380952381,69.6969696969697,100,51.4285714285714,82.6086956521739,73.0769230769231,54.2857142857143,53.8461538461538,71.4285714285714,62.5,75.6611664496482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"EF13f0329","13Fall","13Fall_5",100,96.7741935483871,78.125,77.7777777777778,53.8461538461538,72.2222222222222,62.8571428571429,72.7272727272727,73.8095238095238,90.9090909090909,0,45.7142857142857,78.2608695652174,73.0769230769231,65.7142857142857,82.051282051282,100,54.1666666666667,75.1783935580136,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100
"EF13f0116","13Fall","13Fall_5",88.5714285714286,93.5483870967742,25,83.3333333333333,69.2307692307692,83.3333333333333,56.4285714285714,0,0,81.8181818181818,100,71.4285714285714,69.5652173913043,69.2307692307692,72.8571428571428,87.1794871794872,71.4285714285714,66.6666666666667,74.3512769371816,100,100,100,100,100,100,100,0,0,100,100,100,100,100,100,100,100,100
"EF13f0325","13Fall","13Fall_5",94.2857142857143,83.8709677419355,65.625,62.9611111111111,80.7692307692308,88.8888888888889,65.7142857142857,90.9090909090909,88.0952380952381,90.9090909090909,75,71.4285714285714,60.8695652173913,88.4615384615385,72.8571428571428,76.9230769230769,21.4285714285714,54.1666666666667,74.0646528559747,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"EF13f0033","13Fall","13Fall_5",97.1428571428571,83.8709677419355,46.875,66.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.6388728878648,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EF13f0372","13Fall","13Fall_5",91.4285714285714,93.5483870967742,56.25,72.2222222222222,23.0769230769231,80.5555555555556,55,90.9090909090909,83.3333333333333,84.8484848484848,100,68.5714285714286,65.2173913043478,76.9230769230769,62.8571428571429,64.1025641025641,71.4285714285714,83.3333333333333,73.5336709439678,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"EF13f0354","13Fall","13Fall_5",91.4285714285714,0,62.5,72.2222222222222,57.6923076923077,77.7777777777778,73.5714285714286,72.7272727272727,85.7142857142857,72.7272727272727,50,54.2857142857143,86.9565217391304,80.7692307692308,0,79.4871794871795,78.5714285714286,75,73.2144508571139,100,0,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100
"EF13f0121","13Fall","13Fall_5",88.5714285714286,87.0967741935484,0,0,92.3076923076923,91.6666666666667,68.5714285714286,0,83.3333333333333,60.6060606060606,0,71.4285714285714,78.2608695652174,42.3076923076923,64.2857142857143,46.1538461538462,0,58.3333333333333,71.7633393326564,100,100,0,0,100,100,100,0,100,100,0,100,100,100,100,100,0,100
"EF13f0374","13Fall","13Fall_5",97.1428571428571,87.0967741935484,71.875,0,46.1538461538462,94.4444444444444,48.5714285714286,100,88.0952380952381,96.969696969697,0,74.2857142857143,65.2173913043478,96.1538461538462,60,84.6153846153846,64.2857142857143,41.6666666666667,71.5631766401608,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100
"EF13f0322","13Fall","13Fall_5",100,87.0967741935484,50,63.8888888888889,73.0769230769231,61.1111111111111,82.1428571428571,90.9090909090909,0,75.7575757575758,0,57.1428571428571,82.6086956521739,0,0,33.3333333333333,0,0,71.4223422673633,100,100,100,100,100,100,100,100,0,100,0,100,100,0,0,100,0,0
